Iteration,Avg,Lower,Upper
0,0.4,0.0,1.0
1,0.6,0.0,1.0
2,0.5666666666666668,0.3333333333333333,0.6666666666666665
3,0.6,0.5,0.75
4,0.62,0.4000000000000001,0.8
5,0.6166666666666666,0.5,0.8333333333333335
6,0.5857142857142856,0.42857142857142855,0.8250000000000001
7,0.625,0.403125,0.846875
8,0.6444444444444446,0.3583333333333333,0.8638888888888889
9,0.64,0.4000000000000001,0.8775000000000001
10,0.6636363636363637,0.4545454545454546,0.8886363636363637
11,0.6666666666666667,0.4354166666666667,0.8979166666666667
12,0.6615384615384615,0.46153846153846156,0.9057692307692308
13,0.65,0.5,0.8410714285714286
14,0.6599999999999999,0.5333333333333333,0.8
15,0.6625,0.5140625,0.7984375
16,0.6764705882352942,0.4970588235294118,0.8102941176470588
17,0.6555555555555556,0.46944444444444444,0.8083333333333335
18,0.6684210526315789,0.49736842105263157,0.8184210526315789
19,0.67,0.51125,0.7887500000000001
20,0.6714285714285715,0.49761904761904757,0.7511904761904762
21,0.6727272727272728,0.5102272727272728,0.7625
22,0.6782608695652173,0.49782608695652175,0.7728260869565218
23,0.6708333333333333,0.509375,0.75
24,0.6679999999999999,0.489,0.76
25,0.676923076923077,0.5086538461538461,0.7692307692307693
26,0.6777777777777778,0.5185185185185185,0.7777777777777778
27,0.6785714285714286,0.5,0.7857142857142857
28,0.6724137931034484,0.4827586206896552,0.7853448275862069
29,0.6799999999999999,0.5,0.7925000000000001
30,0.667741935483871,0.4838709677419355,0.7741935483870968
31,0.671875,0.5,0.78125
32,0.6636363636363637,0.4916666666666667,0.7575757575757576
33,0.6705882352941177,0.5066176470588235,0.7647058823529411
34,0.6714285714285715,0.5207142857142857,0.7714285714285715
35,0.6694444444444445,0.5277777777777778,0.7715277777777778
36,0.6702702702702703,0.5135135135135135,0.7777027027027027
37,0.6684210526315789,0.5059210526315789,0.7776315789473685
38,0.6641025641025642,0.5128205128205128,0.7833333333333333
39,0.6624999999999999,0.505625,0.7887500000000001
40,0.6560975609756097,0.5121951219512195,0.7939024390243903
41,0.6571428571428573,0.5,0.7988095238095239
42,0.6558139534883722,0.5116279069767442,0.7802325581395348
43,0.659090909090909,0.5227272727272727,0.7852272727272727
44,0.66,0.5111111111111111,0.79
45,0.6521739130434782,0.5,0.7896739130434783
46,0.648936170212766,0.5106382978723404,0.7776595744680851
47,0.64375,0.5046875000000001,0.7661458333333334
48,0.646938775510204,0.514795918367347,0.7551020408163265
49,0.648,0.52,0.76
50,0.6509803921568629,0.5294117647058824,0.7602941176470588
51,0.6480769230769231,0.5235576923076923,0.7456730769230769
52,0.6471698113207547,0.5325471698113208,0.7504716981132076
53,0.6444444444444444,0.5268518518518519,0.7407407407407407
54,0.6381818181818183,0.5172727272727272,0.7413636363636363
55,0.6303571428571428,0.5080357142857143,0.728125
56,0.6245614035087719,0.5127192982456141,0.7289473684210526
57,0.6241379310344828,0.5172413793103449,0.7336206896551725
58,0.6237288135593221,0.5254237288135594,0.7211864406779661
59,0.62,0.5204166666666667,0.7091666666666666
60,0.6163934426229509,0.5245901639344263,0.7012295081967213
61,0.614516129032258,0.5161290322580645,0.6935483870967742
62,0.6142857142857143,0.5115079365079365,0.6948412698412698
63,0.6140625,0.515625,0.699609375
64,0.6107692307692308,0.5111538461538462,0.7007692307692308
65,0.6090909090909091,0.5151515151515151,0.6935606060606061
66,0.6104477611940299,0.5108208955223881,0.698134328358209
67,0.6102941176470589,0.5147058823529411,0.7025735294117648
68,0.6086956521739131,0.5105072463768117,0.6956521739130435
69,0.6085714285714285,0.5142857142857142,0.7
70,0.6028169014084508,0.5070422535211268,0.6901408450704225
71,0.601388888888889,0.503125,0.6913194444444444
72,0.6013698630136985,0.5099315068493151,0.6955479452054795
73,0.6013513513513514,0.5165540540540541,0.6891891891891891
74,0.6026666666666667,0.5126666666666667,0.68
75,0.5986842105263157,0.5161184210526316,0.6710526315789473
76,0.5987012987012986,0.5123376623376623,0.6753246753246753
77,0.5974358974358973,0.5185897435897435,0.6766025641025641
78,0.5962025316455697,0.5120253164556963,0.6806962025316456
79,0.5962500000000001,0.5153125,0.6846875
80,0.5950617283950617,0.5185185185185185,0.6885802469135802
81,0.5939024390243902,0.524390243902439,0.6829268292682927
82,0.5915662650602409,0.5180722891566265,0.6840361445783132
83,0.5904761904761904,0.5119047619047619,0.6785714285714286
84,0.5905882352941176,0.5176470588235295,0.6797058823529412
85,0.5895348837209303,0.5142441860465117,0.6834302325581395
86,0.5850574712643677,0.5083333333333334,0.6870689655172414
87,0.5886363636363636,0.5113636363636364,0.690625
88,0.5853932584269662,0.5081460674157304,0.6828651685393259
89,0.5844444444444444,0.5025,0.6777777777777778
90,0.5802197802197802,0.496978021978022,0.6813186813186813
91,0.5782608695652174,0.4915760869565217,0.6847826086956522
92,0.5795698924731183,0.4970430107526882,0.685752688172043
93,0.5765957446808511,0.49175531914893617,0.6784574468085106
94,0.5768421052631578,0.48894736842105263,0.6818421052631579
95,0.5781249999999999,0.4942708333333333,0.6770833333333334
96,0.5742268041237113,0.49716494845360826,0.670103092783505
97,0.573469387755102,0.49209183673469387,0.6711734693877551
98,0.5707070707070707,0.49494949494949503,0.6643939393939393
99,0.5740000000000001,0.5,0.6677500000000001
100,0.5752475247524753,0.504950495049505,0.6710396039603961
101,0.5745098039215686,0.5022058823529412,0.6644607843137254
102,0.5718446601941747,0.5048543689320388,0.6580097087378641
103,0.5682692307692307,0.5,0.6538461538461539
104,0.5666666666666667,0.49523809523809526,0.6476190476190476
105,0.5650943396226416,0.49056603773584906,0.6488207547169811
106,0.5635514018691589,0.48808411214953273,0.6448598130841121
107,0.5638888888888889,0.49074074074074076,0.6481481481481481
108,0.5642201834862386,0.48830275229357806,0.6513761467889908
109,0.5636363636363637,0.4929545454545455,0.6454545454545455
110,0.5657657657657656,0.49752252252252255,0.6486486486486487
