Iteration,Avg,Lower,Upper
0,0.4,0.0,1.0
1,0.6,0.5,0.95
2,0.6,0.3333333333333333,0.9666666666666667
3,0.65,0.275,0.975
4,0.64,0.42000000000000004,0.8
5,0.7,0.5166666666666667,0.8333333333333334
6,0.7428571428571429,0.5857142857142856,0.8571428571428571
7,0.7,0.525,0.75
8,0.7333333333333333,0.5777777777777777,0.7777777777777778
9,0.68,0.52,0.79
10,0.6727272727272726,0.5545454545454546,0.7272727272727273
11,0.65,0.5083333333333333,0.75
12,0.6615384615384615,0.5384615384615384,0.7692307692307693
13,0.6714285714285714,0.5071428571428571,0.7857142857142857
14,0.6666666666666667,0.54,0.7333333333333333
15,0.6375,0.50625,0.74375
16,0.623529411764706,0.4823529411764706,0.7058823529411765
17,0.611111111111111,0.5055555555555555,0.7166666666666667
18,0.6210526315789473,0.531578947368421,0.6842105263157895
19,0.6200000000000001,0.505,0.7
20,0.6285714285714286,0.4857142857142857,0.7142857142857143
21,0.6272727272727272,0.46818181818181814,0.7227272727272728
22,0.6434782608695653,0.491304347826087,0.7347826086956522
23,0.6416666666666666,0.5125,0.7416666666666667
24,0.632,0.492,0.752
25,0.6307692307692307,0.5115384615384615,0.7230769230769231
26,0.6296296296296295,0.49629629629629624,0.7000000000000001
27,0.6357142857142858,0.5142857142857143,0.7107142857142857
28,0.6413793103448276,0.5310344827586208,0.6896551724137931
29,0.64,0.5433333333333333,0.6966666666666667
30,0.632258064516129,0.5548387096774193,0.7032258064516129
31,0.63125,0.5375,0.7125
32,0.6303030303030303,0.5212121212121212,0.7212121212121213
33,0.6411764705882353,0.5352941176470588,0.7294117647058824
34,0.64,0.5228571428571428,0.7371428571428571
35,0.638888888888889,0.5333333333333333,0.7194444444444444
36,0.6432432432432433,0.5432432432432432,0.727027027027027
37,0.6421052631578947,0.531578947368421,0.7105263157894737
38,0.6461538461538462,0.5205128205128204,0.717948717948718
39,0.65,0.5325,0.7225
40,0.6390243902439025,0.5195121951219512,0.7073170731707317
41,0.6380952380952382,0.530952380952381,0.6904761904761905
42,0.641860465116279,0.541860465116279,0.6976744186046513
43,0.6363636363636364,0.5318181818181819,0.7022727272727273
44,0.6355555555555555,0.5422222222222222,0.6866666666666666
45,0.6347826086956522,0.532608695652174,0.6739130434782609
46,0.6382978723404256,0.5425531914893618,0.6808510638297872
47,0.6333333333333333,0.53125,0.6854166666666667
48,0.6285714285714284,0.5204081632653061,0.6918367346938775
49,0.624,0.528,0.696
50,0.6196078431372549,0.5196078431372548,0.7000000000000001
51,0.6153846153846153,0.5096153846153846,0.6884615384615385
52,0.6226415094339621,0.5188679245283019,0.6943396226415094
53,0.625925925925926,0.5277777777777778,0.7000000000000001
54,0.6145454545454545,0.5181818181818181,0.6872727272727273
55,0.6178571428571429,0.525,0.6928571428571428
56,0.6140350877192983,0.5175438596491229,0.6807017543859649
57,0.603448275862069,0.5086206896551724,0.6689655172413793
58,0.6,0.5169491525423728,0.6576271186440678
59,0.6,0.51,0.6616666666666666
60,0.6,0.5032786885245901,0.6672131147540983
61,0.5999999999999999,0.5096774193548387,0.6725806451612903
62,0.6,0.5158730158730158,0.6634920634920634
63,0.6,0.521875,0.6671875
64,0.6061538461538463,0.5292307692307693,0.6723076923076924
65,0.6121212121212121,0.5363636363636364,0.6772727272727272
66,0.6119402985074627,0.5283582089552239,0.682089552238806
67,0.6088235294117647,0.5205882352941176,0.6867647058823529
68,0.6086956521739131,0.5260869565217391,0.6782608695652175
69,0.6057142857142856,0.5185714285714285,0.6699999999999999
70,0.6056338028169014,0.5253521126760563,0.6619718309859155
71,0.611111111111111,0.5319444444444444,0.6666666666666666
72,0.6136986301369862,0.536986301369863,0.6712328767123288
73,0.6189189189189189,0.5432432432432432,0.6756756756756757
74,0.6240000000000001,0.5493333333333333,0.68
75,0.6236842105263158,0.5434210526315789,0.6828947368421052
76,0.6233766233766234,0.5493506493506494,0.6753246753246753
77,0.6256410256410256,0.5551282051282052,0.6782051282051282
78,0.6278481012658228,0.5594936708860759,0.6822784810126582
79,0.6250000000000001,0.5537500000000001,0.6849999999999999
80,0.6271604938271604,0.5481481481481482,0.6888888888888889
81,0.6292682926829268,0.5536585365853659,0.6914634146341463
82,0.6337349397590362,0.5590361445783133,0.6951807228915663
83,0.6285714285714286,0.5523809523809524,0.6880952380952381
84,0.6305882352941177,0.5470588235294118,0.691764705882353
85,0.6302325581395348,0.5511627906976744,0.694186046511628
86,0.6298850574712642,0.5448275862068965,0.6977011494252874
87,0.6295454545454546,0.5488636363636363,0.7011363636363637
88,0.6337078651685393,0.553932584269663,0.7044943820224718
89,0.6355555555555557,0.5488888888888889,0.7077777777777778
90,0.6307692307692309,0.5428571428571428,0.7010989010989012
91,0.6304347826086957,0.5467391304347826,0.6945652173913044
92,0.6258064516129032,0.5408602150537634,0.6870967741935485
93,0.6276595744680852,0.5361702127659574,0.6904255319148938
94,0.6294736842105262,0.5410526315789473,0.6842105263157895
95,0.6333333333333333,0.5458333333333333,0.6875
96,0.6350515463917527,0.5412371134020618,0.6907216494845361
97,0.6326530612244898,0.5367346938775511,0.6928571428571428
98,0.6303030303030303,0.5404040404040404,0.6858585858585858
99,0.632,0.536,0.689
100,0.6336633663366337,0.5396039603960396,0.692079207920792
101,0.6294117647058824,0.5343137254901961,0.6862745098039216
102,0.6291262135922331,0.5300970873786408,0.6893203883495147
103,0.6288461538461538,0.5336538461538461,0.6913461538461538
104,0.6304761904761905,0.5380952380952381,0.6942857142857143
105,0.630188679245283,0.5415094339622641,0.6971698113207546
106,0.6317757009345794,0.5448598130841121,0.7
107,0.6296296296296295,0.5407407407407407,0.701851851851852
108,0.6293577981651376,0.5357798165137615,0.7045871559633027
109,0.630909090909091,0.5390909090909091,0.7072727272727273
110,0.6324324324324324,0.5351351351351351,0.7099099099099099
111,0.6321428571428571,0.5303571428571429,0.7125
112,0.6300884955752213,0.5336283185840709,0.707079646017699
113,0.631578947368421,0.537719298245614,0.7017543859649122
114,0.6278260869565216,0.5330434782608696,0.7034782608695652
115,0.6275862068965516,0.5293103448275862,0.7051724137931034
116,0.6256410256410257,0.5247863247863248,0.7
117,0.6254237288135592,0.521186440677966,0.702542372881356
118,0.6235294117647058,0.5176470588235293,0.704201680672269
119,0.6233333333333333,0.5133333333333333,0.7066666666666667
120,0.6264462809917355,0.5173553719008264,0.709090909090909
121,0.6262295081967213,0.5213114754098361,0.7032786885245902
122,0.6276422764227643,0.5178861788617887,0.7056910569105691
123,0.6258064516129032,0.5145161290322581,0.7008064516129033
124,0.6256,0.5112,0.7024
125,0.6269841269841271,0.515079365079365,0.6976190476190476
126,0.6283464566929134,0.5188976377952756,0.6992125984251968
127,0.628125,0.521875,0.7007812499999999
128,0.6263565891472868,0.517829457364341,0.7023255813953488
129,0.6292307692307691,0.5215384615384615,0.7046153846153846
130,0.6274809160305342,0.517557251908397,0.7
131,0.6257575757575757,0.5136363636363637,0.6954545454545454
132,0.6255639097744361,0.5097744360902255,0.6977443609022557
133,0.6283582089552239,0.5134328358208956,0.7
134,0.6296296296296295,0.517037037037037,0.7022222222222223
135,0.6294117647058822,0.5198529411764705,0.7044117647058824
136,0.6291970802919707,0.5167883211678832,0.7065693430656935
137,0.6289855072463768,0.5202898550724637,0.7014492753623188
138,0.6273381294964029,0.5172661870503598,0.6971223021582734
139,0.627142857142857,0.5199999999999999,0.6985714285714285
140,0.6297872340425532,0.5234042553191489,0.700709219858156
141,0.628169014084507,0.526056338028169,0.702112676056338
142,0.6293706293706294,0.5230769230769231,0.7041958041958042
143,0.6305555555555555,0.5263888888888889,0.7055555555555556
144,0.6303448275862069,0.5227586206896552,0.7075862068965517
145,0.6287671232876713,0.5198630136986302,0.7034246575342467
146,0.6285714285714286,0.5170068027210885,0.6993197278911565
147,0.6297297297297297,0.5202702702702703,0.7013513513513514
148,0.6308724832214765,0.5234899328859061,0.6973154362416107
149,0.6306666666666667,0.5266666666666667,0.6933333333333334
