Iteration,Avg,Lower,Upper
0,0.7,0.0,1.0
1,0.55,0.0,1.0
2,0.6666666666666667,0.3333333333333333,1.0
3,0.7,0.30625,1.0
4,0.7,0.4000000000000001,0.9550000000000001
5,0.6666666666666667,0.3708333333333333,0.8333333333333335
6,0.6571428571428573,0.42857142857142855,0.8250000000000001
7,0.6875,0.403125,0.846875
8,0.6777777777777778,0.46944444444444444,0.8638888888888889
9,0.67,0.5225,0.8775000000000001
10,0.6818181818181819,0.5454545454545454,0.8886363636363637
11,0.6833333333333333,0.5833333333333334,0.8333333333333335
12,0.7,0.5557692307692308,0.8461538461538461
13,0.7,0.5875,0.8410714285714286
14,0.6933333333333332,0.6,0.8516666666666667
15,0.68125,0.5765625000000001,0.8125
16,0.6823529411764706,0.5558823529411765,0.8235294117647058
17,0.6777777777777778,0.5680555555555555,0.8333333333333335
18,0.6684210526315788,0.5381578947368422,0.8421052631578947
19,0.66,0.55,0.85
20,0.6714285714285715,0.5345238095238096,0.8571428571428571
21,0.6636363636363637,0.5454545454545454,0.853409090909091
22,0.6652173913043479,0.5217391304347826,0.8597826086956522
23,0.6583333333333333,0.5416666666666666,0.85625
24,0.6599999999999999,0.56,0.831
25,0.65,0.5384615384615384,0.8375
26,0.6518518518518519,0.5555555555555556,0.8435185185185186
27,0.6535714285714286,0.54375,0.8410714285714286
28,0.6482758620689655,0.5327586206896552,0.8198275862068966
29,0.6499999999999998,0.5483333333333333,0.8183333333333335
30,0.6516129032258066,0.5306451612903226,0.8241935483870968
31,0.65,0.52109375,0.80546875
32,0.6515151515151516,0.5356060606060606,0.8113636363636364
33,0.6411764705882351,0.5198529411764706,0.8169117647058823
34,0.6342857142857141,0.5271428571428571,0.8
35,0.6277777777777777,0.51875,0.7777777777777778
36,0.6324324324324324,0.5108108108108109,0.7837837837837838
37,0.6342105263157897,0.49736842105263157,0.7894736842105263
38,0.6333333333333332,0.5044871794871795,0.7891025641025641
39,0.63,0.491875,0.7887500000000001
40,0.6317073170731706,0.4853658536585367,0.7939024390243903
41,0.6357142857142857,0.4791666666666667,0.7988095238095239
42,0.6325581395348838,0.486046511627907,0.7802325581395348
43,0.6272727272727272,0.4977272727272728,0.7676136363636363
44,0.6288888888888888,0.4916666666666667,0.7727777777777778
45,0.6260869565217391,0.4809782608695652,0.7559782608695653
46,0.6276595744680852,0.4920212765957447,0.7446808510638298
47,0.6208333333333333,0.48177083333333337,0.7453125
48,0.6204081632653062,0.4923469387755102,0.7459183673469387
49,0.622,0.5025,0.751
50,0.6235294117647059,0.5078431372549019,0.7558823529411764
51,0.623076923076923,0.5173076923076922,0.7456730769230769
52,0.6245283018867924,0.5117924528301887,0.7504716981132076
53,0.625925925925926,0.5208333333333334,0.736574074074074
54,0.6236363636363635,0.5154545454545455,0.7372727272727273
55,0.6196428571428572,0.5200892857142857,0.7241071428571428
56,0.6175438596491227,0.5109649122807017,0.7289473684210526
57,0.6206896551724138,0.5060344827586207,0.7336206896551725
58,0.6203389830508474,0.514406779661017,0.725
59,0.6183333333333334,0.51875,0.7166666666666667
60,0.618032786885246,0.5229508196721312,0.7176229508196721
61,0.620967741935484,0.5306451612903226,0.7096774193548387
62,0.6222222222222221,0.5257936507936508,0.7142857142857143
63,0.61875,0.517578125,0.71875
64,0.6184615384615384,0.5130769230769231,0.7230769230769231
65,0.6181818181818183,0.5053030303030304,0.7272727272727273
66,0.6208955223880597,0.5011194029850746,0.7313432835820896
67,0.6235294117647058,0.5084558823529411,0.7319852941176471
68,0.6202898550724638,0.5010869565217392,0.7246376811594203
69,0.6185714285714285,0.505,0.7253571428571428
70,0.612676056338028,0.497887323943662,0.7151408450704226
